Fecha,Predicted_PM2.5
2024-03-23,25.886233077614676
2024-03-24,24.669798500166554
2024-03-25,9.346398253891365
2024-03-26,22.064929375553355
2024-03-27,18.72667700182651
2024-03-28,21.68118431519455
2024-03-29,15.40433680647257
2024-03-30,25.347541411252397
2024-03-31,11.198414847575377
2024-04-01,27.115044920240756
2024-04-02,15.819979768991164
2024-04-03,24.782722904051038
2024-04-04,32.90533321304326
2024-04-05,13.346910431436722
2024-04-06,11.526180106550033
2024-04-07,13.916829040970704
2024-04-08,34.851914225266526
2024-04-09,38.83414414827782
2024-04-10,11.831338425341391
2024-04-11,21.21474229593974
2024-04-12,20.527897583899993
2024-04-13,22.688437671594166
2024-04-14,45.746306596326434
2024-04-15,9.950761558833415
2024-04-16,29.69341560949636
2024-04-17,19.55264600615536
2024-04-18,28.097796480811386
2024-04-19,24.0308151593423
2024-04-20,23.136802249558823
2024-04-21,21.83625742753777
2024-04-22,19.867262149773595
2024-04-23,23.288775732473123
2024-04-24,21.590356282191774
2024-04-25,25.44813270029933
2024-04-26,24.791014059625905
2024-04-27,21.45758627172362
2024-04-28,30.78866666376621
2024-04-29,22.888744266478188
2024-04-30,11.181144576926044
2024-05-01,29.57464028054936
2024-05-02,18.40330062373658
2024-05-03,15.072295847312935
2024-05-04,16.491915898250124
2024-05-05,28.398061987331342
2024-05-06,10.887178905786788
2024-05-07,60.750541961285045
2024-05-08,24.836478893186168
2024-05-09,23.749791250761454
2024-05-10,23.315105281178212
2024-05-11,24.155577473054496
2024-05-12,25.351559932592295
2024-05-13,28.295457172023116
2024-05-14,22.509994737734697
2024-05-15,21.29305790814957
2024-05-16,23.03711425114448
2024-05-17,24.910516078055906
2024-05-18,20.76753151071094
2024-05-19,33.08556334518899
2024-05-20,19.803240583571338
2024-05-21,11.556515891791976
2024-05-22,25.80868735335096
2024-05-23,26.036208204776656
2024-05-24,21.224758577738957
2024-05-25,22.258823661823417
2024-05-26,28.264128870447863
2024-05-27,24.666658829780744
2024-05-28,19.8719294333063
2024-05-29,23.47253300755343
2024-05-30,15.229581023303782
2024-05-31,10.41628457480396
2024-06-01,21.446158200417543
2024-06-02,24.346185918156703
2024-06-03,28.402956735004626
2024-06-04,24.40659261606907
2024-06-05,29.44347800674296
2024-06-06,20.44387476208098
2024-06-07,22.463730070586067
2024-06-08,24.24244436496619
2024-06-09,29.39025975821163
2024-06-10,29.2706786576241
2024-06-11,28.447462966909804
2024-06-12,28.154804550624394
2024-06-13,25.75416405594219
2024-06-14,32.52529146414769
2024-06-15,25.126538774370196
2024-06-16,15.539773810516106
2024-06-17,21.657222488237416
2024-06-18,17.27977300143843
2024-06-19,20.651577106612923
2024-06-20,23.136536433888406
2024-06-21,14.963873191082287
2024-06-22,21.792364387239378
2024-06-23,8.72617932038755
2024-06-24,21.973755603782916
2024-06-25,22.33452863392165
2024-06-26,20.453865260080846
2024-06-27,26.117258134383874
2024-06-28,30.855951318173474
2024-06-29,12.007581808893846
2024-06-30,19.967120707177315
2024-07-01,15.761622400735524
2024-07-02,17.725257298418647
2024-07-03,30.345258517004453
2024-07-04,21.446222978653385
2024-07-05,19.042663161655256
2024-07-06,10.83424042028869
2024-07-07,25.50003665572496
2024-07-08,10.516623701220329
2024-07-09,23.522896602468403
2024-07-10,19.276257150388773
2024-07-11,32.687281692057496
2024-07-12,11.243808042293704
2024-07-13,10.822046889965096
2024-07-14,25.84025751424413
2024-07-15,34.01904010368774
2024-07-16,26.55527146925498
2024-07-17,19.532425022045164
2024-07-18,23.751319514604347
2024-07-19,32.706814284488466
2024-07-20,12.508873055932806
2024-07-21,24.05771471674101
2024-07-22,21.724249882149323
2024-07-23,34.30299892102983
2024-07-24,39.56698790373045
2024-07-25,22.157182051535596
2024-07-26,16.582032595623645
2024-07-27,19.73397925330117
2024-07-28,12.124773678513229
2024-07-29,21.035222259001902
2024-07-30,18.730056110415884
2024-07-31,25.678743895666713
2024-08-01,26.081919565023714
2024-08-02,15.148791217202854
2024-08-03,33.28065873807284
2024-08-04,21.18842474188451
2024-08-05,18.269638769211284
2024-08-06,18.482226859568502
2024-08-07,23.30099127745343
2024-08-08,24.43142793171303
2024-08-09,19.553110336262712
2024-08-10,16.532350370357086
2024-08-11,23.79848946947375
2024-08-12,12.159334387481513
2024-08-13,18.688802953857078
2024-08-14,20.732589449221805
2024-08-15,23.72255782951808
2024-08-16,27.13864790648945
2024-08-17,24.445036122438253
2024-08-18,27.573814773536572
2024-08-19,23.874542430351095
2024-08-20,23.518843045213867
2024-08-21,23.796601703335313
2024-08-22,26.551758852081022
2024-08-23,24.047952020865377
2024-08-24,10.555120449797544
2024-08-25,18.6881456896561
2024-08-26,26.348243036331688
2024-08-27,26.42764899672879
2024-08-28,29.35891487558063
2024-08-29,31.270490831139867
2024-08-30,23.823961122157474
2024-08-31,26.112807916779484
2024-09-01,17.018797998368903
2024-09-02,17.247761469216986
2024-09-03,26.394142344273106
2024-09-04,31.655901308362317
2024-09-05,22.30765237294962
2024-09-06,21.742102467293112
2024-09-07,18.210076789910246
2024-09-08,23.150037289472174
2024-09-09,11.528859418496546
2024-09-10,8.487948622709627
2024-09-11,23.596350988094
2024-09-12,11.790450678688241
2024-09-13,18.188612136487603
2024-09-14,16.480602135758268
2024-09-15,20.51600206952862
2024-09-16,37.320147708612026
2024-09-17,18.54291858938806
2024-09-18,24.259992137048897
2024-09-19,18.653862643262027
2024-09-20,14.48937240564019
2024-09-21,30.971424705929827
2024-09-22,22.006721793215466
2024-09-23,22.448598356358097
2024-09-24,17.747314874190735
2024-09-25,11.971705847302532
2024-09-26,27.499560826161254
2024-09-27,27.37968171365045
2024-09-28,13.250366350180036
2024-09-29,18.61868718424354
2024-09-30,30.250023519194833
2024-10-01,13.632565454049372
2024-10-02,31.86247944577932
2024-10-03,17.868009216495746
2024-10-04,17.55504698676551
2024-10-05,24.874563637540888
2024-10-06,25.824851073315255
2024-10-07,25.231072405999175
2024-10-08,20.372900211791723
2024-10-09,27.732402038365482
2024-10-10,16.389904229252743
2024-10-11,24.14609006093813
2024-10-12,17.97511277553589
2024-10-13,19.67795327511232
2024-10-14,17.298043001948027
2024-10-15,10.998762547996776
2024-10-16,18.11400119632637
2024-10-17,36.61481224767806
2024-10-18,27.127366138341813
2024-10-19,25.212866470785475
2024-10-20,21.9169635774128
2024-10-21,22.590664472127923
2024-10-22,26.874434360411836
2024-10-23,14.332138626299349
2024-10-24,35.62362976923323
2024-10-25,28.720094180663686
2024-10-26,23.30747843804672
2024-10-27,21.660871169726697
2024-10-28,20.220671501166283
2024-10-29,30.01716407718319
2024-10-30,23.329480906606797
2024-10-31,18.36276045810366
2024-11-01,19.73237346092235
2024-11-02,26.20870197190808
2024-11-03,35.83769919319504
2024-11-04,12.124925323174853
2024-11-05,11.224710007427097
2024-11-06,24.212854742933526
2024-11-07,20.77725152758519
2024-11-08,18.53489706440467
2024-11-09,24.682791525022193
2024-11-10,22.306328976915434
2024-11-11,35.60778641950002
2024-11-12,12.57898864136449
2024-11-13,19.53254549559177
2024-11-14,16.656843418778454
2024-11-15,10.066682560681944
2024-11-16,21.814480117739343
2024-11-17,35.78253684310225
2024-11-18,17.880774187661604
2024-11-19,18.43172254039083
2024-11-20,11.878156584937397
2024-11-21,23.639894115512462
2024-11-22,25.12440041270601
2024-11-23,19.690258539080695
2024-11-24,30.44885508526907
2024-11-25,25.16058454329589
2024-11-26,17.29673669400117
2024-11-27,19.712622675776664
2024-11-28,22.223530126232337
2024-11-29,31.896003603098315
2024-11-30,36.81572787962904
2024-12-01,17.730027380005385
2024-12-02,17.18656530459599
2024-12-03,11.902301186063337
2024-12-04,19.395108195959864
2024-12-05,19.995923630750248
2024-12-06,34.797269966457314
2024-12-07,17.4157663257887
2024-12-08,23.008402291694278
2024-12-09,21.656010333239955
2024-12-10,10.061330117350307
2024-12-11,37.52969876987271
2024-12-12,11.62562173639824
2024-12-13,23.612887346425936
2024-12-14,34.87436030070694
2024-12-15,21.51498157147328
2024-12-16,17.171368776617026
2024-12-17,25.567106993531027
2024-12-18,21.117545154196765
2024-12-19,33.54002127541962
2024-12-20,10.673015990880984
2024-12-21,33.19981680292834
2024-12-22,12.202101513140692
2024-12-23,19.838962279761354
2024-12-24,16.789094728119725
2024-12-25,21.192696755069868
2024-12-26,11.068539944956287
2024-12-27,26.50863699511594
2024-12-28,36.74971156705535
2024-12-29,11.637886601979892
2024-12-30,24.690344152411583
2024-12-31,16.391989424388022
